Table S3. Weighted sum activation thresholds.,,,
Diameter,Pulse Duration,Ve,MDF Output
18,2,450,1837.4
18,2,475,1854.7
18,2,500,1868.9
20,0.02,0,2605.5
20,0.02,25,2897.6
20,0.02,50,3189.7
20,0.02,75,3428.2
20,0.02,100,3596
20,0.02,125,3729.6
20,0.02,150,3807.6
20,0.02,175,3857.2
20,0.02,200,3879.9
20,0.02,225,3862.5
20,0.02,250,3869.6
20,0.02,275,3826.8
20,0.02,300,3855.6
20,0.02,325,3792.8
20,0.02,350,3765.6
20,0.02,375,3791.4
20,0.02,400,3722.7
20,0.02,425,3718.5
20,0.02,450,3702.7
20,0.02,475,3675.8
20,0.02,500,3638.4
20,0.05,0,1306.6
20,0.05,25,1877.6
20,0.05,50,2362.7
20,0.05,75,2653.6
20,0.05,100,2812.9
20,0.05,125,2912
20,0.05,150,2914.5
20,0.05,175,3000.2
20,0.05,200,3007.4
20,0.05,225,3062.8
20,0.05,250,3077.3
20,0.05,275,3053
20,0.05,300,3165.4
20,0.05,325,3085.5
20,0.05,350,3173.8
20,0.05,375,3043.7
20,0.05,400,3112.7
20,0.05,425,3177.3
20,0.05,450,3237.9
20,0.05,475,3295
20,0.05,500,3085.3
20,0.1,0,853.9
20,0.1,25,1494.6
20,0.1,50,1857.8
20,0.1,75,2015.8
20,0.1,100,2134.1
20,0.1,125,2212.6
20,0.1,150,2296.3
20,0.1,175,2298.9
20,0.1,200,2449.8
20,0.1,225,2335.4
20,0.1,250,2441.2
20,0.1,275,2537.6
20,0.1,300,2625.9
20,0.1,325,2707.3
20,0.1,350,2782.5
20,0.1,375,2460.9
20,0.1,400,2511.5
20,0.1,425,2558.3
20,0.1,450,2602.4
20,0.1,475,2643.6
20,0.1,500,2682
20,0.2,0,627.3
20,0.2,25,1205.5
20,0.2,50,1374.3
20,0.2,75,1525.3
20,0.2,100,1658
20,0.2,125,1645.3
20,0.2,150,1804.1
20,0.2,175,1943.6
20,0.2,200,2067.4
20,0.2,225,2177.6
20,0.2,250,2277.1
20,0.2,275,2367
20,0.2,300,2449.3
20,0.2,325,2524.4
20,0.2,350,2593.3
20,0.2,375,2658
20,0.2,400,2046
20,0.2,425,2077.5
20,0.2,450,2108
20,0.2,475,2135.5
20,0.2,500,2161.4
20,0.5,0,514.5
20,0.5,25,892.9
20,0.5,50,1064.1
20,0.5,75,1187.7
20,0.5,100,1402.9
20,0.5,125,1583.6
20,0.5,150,1737.7
20,0.5,175,1873
20,0.5,200,1989.1
20,0.5,225,2093.5
20,0.5,250,2185
20,0.5,275,2268.3
20,0.5,300,2341.4
20,0.5,325,2409.9
20,0.5,350,2470.4
20,0.5,375,2527
20,0.5,400,2579.8
20,0.5,425,2625.4
20,0.5,450,2670
20,0.5,475,2710.2
20,0.5,500,2748.2
20,1,0,489.3
20,1,25,768.5
20,1,50,940.7
20,1,75,1213.4
20,1,100,1437.4
20,1,125,1128.7
20,1,150,1212.2
20,1,175,1279.5
20,1,200,1335.9
20,1,225,1383.5
20,1,250,1425.5
20,1,275,1461.1
20,1,300,1493
20,1,325,1520.3
20,1,350,1545.4
20,1,375,1567.6
20,1,400,1588
20,1,425,1606.7
20,1,450,1622.5
20,1,475,1638.1
20,1,500,1650.8
20,2,0,480.8
20,2,25,723.6
20,2,50,942.1
20,2,75,1215.5
20,2,100,1028.1
20,2,125,1131.5
20,2,150,1215.3
20,2,175,1282.8
20,2,200,1339.5
20,2,225,1387.2
20,2,250,1429.4
20,2,275,1465.1
20,2,300,1497.2
20,2,325,1524.5
20,2,350,1549.8
20,2,375,1572.1
20,2,400,1592.6
20,2,425,1611.3
20,2,450,1627.2
20,2,475,1642.8
20,2,500,1655.6
