Table S2. Single node activation thresholds.,,,
Diameter,Pulse Duration,Ve,MDF Output
10,0.1,130,15
10,0.1,140,15
10,0.1,150,10
10,0.1,160,10
10,0.1,170,10
10,0.1,180,10
10,0.1,190,10
10,0.1,200,10
10,0.1,210,10
10,0.1,220,10
10,0.1,230,10
10,0.1,240,10
10,0.1,250,10
10,0.1,260,10
10,0.1,270,10
10,0.1,280,10
10,0.1,290,10
10,0.1,300,10
10,0.1,310,10
10,0.1,320,10
10,0.1,330,10
10,0.1,340,10
10,0.1,350,10
10,0.1,360,10
10,0.1,370,10
10,0.1,380,10
10,0.1,390,10
10,0.1,400,10
10,0.1,410,10
10,0.1,420,10
10,0.1,430,10
10,0.1,440,10
10,0.1,450,10
10,0.1,460,10
10,0.1,470,10
10,0.1,480,10
10,0.1,490,10
10,0.1,500,10
10,0.2,0,65
10,0.2,10,55
10,0.2,20,40
10,0.2,30,25
10,0.2,40,20
10,0.2,50,15
10,0.2,60,10
10,0.2,70,10
10,0.2,80,10
10,0.2,90,10
10,0.2,100,10
10,0.2,110,10
10,0.2,120,5
10,0.2,130,5
10,0.2,140,5
10,0.2,150,5
10,0.2,160,5
10,0.2,170,5
10,0.2,180,5
10,0.2,190,5
10,0.2,200,5
10,0.2,210,5
10,0.2,220,5
10,0.2,230,5
10,0.2,240,5
10,0.2,250,5
10,0.2,260,5
10,0.2,270,5
10,0.2,280,5
10,0.2,290,5
10,0.2,300,5
10,0.2,310,5
10,0.2,320,5
10,0.2,330,5
10,0.2,340,5
10,0.2,350,5
10,0.2,360,5
10,0.2,370,5
10,0.2,380,5
10,0.2,390,5
10,0.2,400,5
10,0.2,410,5
10,0.2,420,5
10,0.2,430,5
10,0.2,440,5
10,0.2,450,5
10,0.2,460,5
10,0.2,470,5
10,0.2,480,5
10,0.2,490,5
10,0.2,500,5
10,0.5,0,55
10,0.5,10,40
10,0.5,20,20
10,0.5,30,10
10,0.5,40,10
10,0.5,50,5
10,0.5,60,5
10,0.5,70,5
10,0.5,80,5
10,0.5,90,5
10,0.5,100,5
10,0.5,110,5
10,0.5,120,5
10,0.5,130,5
10,0.5,140,5
10,0.5,150,5
10,0.5,160,5
10,0.5,170,5
10,0.5,180,5
10,0.5,190,5
10,0.5,200,5
10,0.5,210,5
10,0.5,220,5
10,0.5,230,5
10,0.5,240,5
10,0.5,250,5
10,0.5,260,5
10,0.5,270,5
10,0.5,280,5
10,0.5,290,5
10,0.5,300,5
10,0.5,310,5
10,0.5,320,5
10,0.5,330,5
10,0.5,340,5
10,0.5,350,5
10,0.5,360,5
10,0.5,370,5
10,0.5,380,5
10,0.5,390,5
10,0.5,400,5
10,0.5,410,5
10,0.5,420,5
10,0.5,430,5
10,0.5,440,5
10,0.5,450,5
10,0.5,460,5
10,0.5,470,5
10,0.5,480,5
10,0.5,490,5
10,0.5,500,5
10,1,0,50
10,1,10,35
10,1,20,15
10,1,30,10
10,1,40,5
10,1,50,5
10,1,60,5
10,1,70,5
10,1,80,5
10,1,90,5
10,1,100,5
10,1,110,5
10,1,120,5
10,1,130,5
10,1,140,5
10,1,150,5
10,1,160,5
10,1,170,5
10,1,180,5
10,1,190,5
10,1,200,5
10,1,210,5
10,1,220,5
10,1,230,5
10,1,240,5
10,1,250,5
10,1,260,5
10,1,270,5
10,1,280,5
10,1,290,5
10,1,300,5
10,1,310,5
10,1,320,5
10,1,330,5
10,1,340,5
10,1,350,5
10,1,360,5
10,1,370,5
10,1,380,5
10,1,390,5
10,1,400,5
10,1,410,5
10,1,420,5
10,1,430,5
10,1,440,5
10,1,450,5
10,1,460,5
10,1,470,5
10,1,480,5
10,1,490,5
10,1,500,5
10,2,0,50
10,2,10,35
10,2,20,15
10,2,30,5
10,2,40,5
10,2,50,5
10,2,60,5
10,2,70,5
10,2,80,5
10,2,90,5
10,2,100,5
10,2,110,5
10,2,120,5
10,2,130,5
10,2,140,5
10,2,150,5
10,2,160,5
10,2,170,5
10,2,180,5
10,2,190,5
10,2,200,5
10,2,210,5
10,2,220,5
10,2,230,5
10,2,240,5
10,2,250,5
10,2,260,5
10,2,270,5
10,2,280,5
10,2,290,5
10,2,300,5
10,2,310,5
10,2,320,5
10,2,330,5
10,2,340,5
10,2,350,5
10,2,360,5
10,2,370,5
10,2,380,5
10,2,390,5
10,2,400,5
10,2,410,5
10,2,420,5
10,2,430,5
10,2,440,5
10,2,450,5
10,2,460,5
10,2,470,5
10,2,480,5
10,2,490,5
10,2,500,5
10,5,0,50
10,5,10,35
10,5,20,15
10,5,30,5
10,5,40,5
10,5,50,5
10,5,60,5
10,5,70,5
10,5,80,5
10,5,90,5
10,5,100,5
10,5,110,5
10,5,120,5
10,5,130,5
10,5,140,5
10,5,150,5
10,5,160,5
10,5,170,5
10,5,180,5
10,5,190,5
10,5,200,5
10,5,210,5
10,5,220,5
10,5,230,5
10,5,240,5
10,5,250,5
10,5,260,5
10,5,270,5
10,5,280,5
10,5,290,5
10,5,300,5
10,5,310,5
10,5,320,5
10,5,330,5
10,5,340,5
10,5,350,5
10,5,360,5
10,5,370,5
10,5,380,5
10,5,390,5
10,5,400,5
10,5,410,5
10,5,420,5
10,5,430,5
10,5,440,5
10,5,450,5
10,5,460,5
10,5,470,5
10,5,480,5
10,5,490,5
10,5,500,5
10,10,0,50
10,10,10,35
10,10,20,15
10,10,30,5
10,10,40,5
10,10,50,5
10,10,60,5
10,10,70,5
10,10,80,5
10,10,90,5
10,10,100,5
10,10,110,5
10,10,120,5
10,10,130,5
10,10,140,5
10,10,150,5
10,10,160,5
10,10,170,5
10,10,180,5
10,10,190,5
10,10,200,5
10,10,210,5
10,10,220,5
10,10,230,5
10,10,240,5
10,10,250,5
10,10,260,5
10,10,270,5
10,10,280,5
10,10,290,5
10,10,300,5
10,10,310,5
10,10,320,5
10,10,330,5
10,10,340,5
10,10,350,5
10,10,360,5
10,10,370,5
10,10,380,5
10,10,390,5
10,10,400,5
10,10,410,5
10,10,420,5
10,10,430,5
10,10,440,5
10,10,450,5
10,10,460,5
10,10,470,5
10,10,480,5
10,10,490,5
10,10,500,5
12,0.02,0,180
12,0.02,10,175
12,0.02,20,165
12,0.02,30,160
12,0.02,40,150
12,0.02,50,145
12,0.02,60,135
12,0.02,70,130
12,0.02,80,120
12,0.02,90,115
12,0.02,100,110
12,0.02,110,105
12,0.02,120,95
12,0.02,130,90
12,0.02,140,90
12,0.02,150,85
12,0.02,160,80
12,0.02,170,75
12,0.02,180,75
12,0.02,190,70
12,0.02,200,70
12,0.02,210,65
12,0.02,220,65
12,0.02,230,60
12,0.02,240,60
12,0.02,250,60
12,0.02,260,55
12,0.02,270,55
12,0.02,280,55
12,0.02,290,50
12,0.02,300,50
12,0.02,310,50
12,0.02,320,50
12,0.02,330,50
12,0.02,340,45
12,0.02,350,45
12,0.02,360,45
12,0.02,370,45
12,0.02,380,45
12,0.02,390,45
12,0.02,400,40
12,0.02,410,40
12,0.02,420,40
12,0.02,430,40
12,0.02,440,40
12,0.02,450,40
12,0.02,460,40
12,0.02,470,40
12,0.02,480,40
12,0.02,490,35
12,0.02,500,35
12,0.05,0,120
12,0.05,10,110
12,0.05,20,100
12,0.05,30,90
12,0.05,40,80
12,0.05,50,70
12,0.05,60,60
12,0.05,70,55
12,0.05,80,50
12,0.05,90,45
12,0.05,100,40
12,0.05,110,35
12,0.05,120,35
12,0.05,130,30
12,0.05,140,30
12,0.05,150,25
12,0.05,160,25
12,0.05,170,25
12,0.05,180,25
12,0.05,190,20
12,0.05,200,20
12,0.05,210,20
12,0.05,220,20
12,0.05,230,20
12,0.05,240,20
12,0.05,250,20
12,0.05,260,20
12,0.05,270,20
12,0.05,280,15
12,0.05,290,15
12,0.05,300,15
12,0.05,310,15
12,0.05,320,15
12,0.05,330,15
12,0.05,340,15
12,0.05,350,15
12,0.05,360,15
12,0.05,370,15
12,0.05,380,15
12,0.05,390,15
12,0.05,400,15
12,0.05,410,15
12,0.05,420,15
12,0.05,430,15
12,0.05,440,15
12,0.05,450,15
12,0.05,460,15
12,0.05,470,15
12,0.05,480,15
12,0.05,490,15
12,0.05,500,15
12,0.1,0,90
12,0.1,10,75
12,0.1,20,65
12,0.1,30,50
12,0.1,40,40
12,0.1,50,35
12,0.1,60,25
12,0.1,70,20
12,0.1,80,20
12,0.1,90,15
12,0.1,100,15
12,0.1,110,15
12,0.1,120,15
12,0.1,130,10
12,0.1,140,10
12,0.1,150,10
12,0.1,160,10
12,0.1,170,10
12,0.1,180,10
12,0.1,190,10
12,0.1,200,10
12,0.1,210,10
12,0.1,220,10
12,0.1,230,10
12,0.1,240,10
12,0.1,250,10
12,0.1,260,10
12,0.1,270,10
12,0.1,280,10
12,0.1,290,10
12,0.1,300,10
12,0.1,310,10
12,0.1,320,10
12,0.1,330,10
12,0.1,340,10
12,0.1,350,10
12,0.1,360,10
12,0.1,370,10
12,0.1,380,10
12,0.1,390,10
12,0.1,400,10
12,0.1,410,10
12,0.1,420,10
12,0.1,430,10
12,0.1,440,10
12,0.1,450,10
12,0.1,460,10
12,0.1,470,10
12,0.1,480,10
12,0.1,490,10
12,0.1,500,10
12,0.2,0,70
12,0.2,10,55
12,0.2,20,40
12,0.2,30,25
12,0.2,40,20
12,0.2,50,15
12,0.2,60,10
12,0.2,70,10
12,0.2,80,10
12,0.2,90,10
12,0.2,100,5
12,0.2,110,5
12,0.2,120,5
12,0.2,130,5
12,0.2,140,5
12,0.2,150,5
12,0.2,160,5
12,0.2,170,5
12,0.2,180,5
12,0.2,190,5
12,0.2,200,5
12,0.2,210,5
12,0.2,220,5
12,0.2,230,5
12,0.2,240,5
12,0.2,250,5
12,0.2,260,5
12,0.2,270,5
12,0.2,280,5
12,0.2,290,5
12,0.2,300,5
12,0.2,310,5
12,0.2,320,5
12,0.2,330,5
12,0.2,340,5
12,0.2,350,5
12,0.2,360,5
12,0.2,370,5
12,0.2,380,5
12,0.2,390,5
12,0.2,400,5
12,0.2,410,5
12,0.2,420,5
12,0.2,430,5
12,0.2,440,5
12,0.2,450,5
12,0.2,460,5
12,0.2,470,5
12,0.2,480,5
12,0.2,490,5
12,0.2,500,5
12,0.5,0,55
12,0.5,10,40
12,0.5,20,20
12,0.5,30,10
12,0.5,40,5
12,0.5,50,5
12,0.5,60,5
12,0.5,70,5
12,0.5,80,5
12,0.5,90,5
12,0.5,100,5
12,0.5,110,5
12,0.5,120,5
12,0.5,130,5
12,0.5,140,5
12,0.5,150,5
12,0.5,160,5
12,0.5,170,5
12,0.5,180,5
12,0.5,190,5
12,0.5,200,5
12,0.5,210,5
12,0.5,220,5
12,0.5,230,5
12,0.5,240,5
12,0.5,250,5
12,0.5,260,5
12,0.5,270,5
12,0.5,280,5
12,0.5,290,5
12,0.5,300,5
12,0.5,310,5
12,0.5,320,5
12,0.5,330,5
12,0.5,340,5
12,0.5,350,5
12,0.5,360,5
12,0.5,370,5
12,0.5,380,5
12,0.5,390,5
12,0.5,400,5
12,0.5,410,5
12,0.5,420,5
12,0.5,430,5
12,0.5,440,5
12,0.5,450,5
12,0.5,460,5
12,0.5,470,5
12,0.5,480,5
12,0.5,490,5
12,0.5,500,5
12,1,0,55
12,1,10,35
12,1,20,15
12,1,30,5
12,1,40,5
12,1,50,5
12,1,60,5
12,1,70,5
12,1,80,5
12,1,90,5
12,1,100,5
12,1,110,5
12,1,120,5
12,1,130,5
12,1,140,5
12,1,150,5
12,1,160,5
12,1,170,5
12,1,180,5
12,1,190,5
12,1,200,5
12,1,210,5
12,1,220,5
12,1,230,5
12,1,240,5
12,1,250,5
12,1,260,5
12,1,270,5
12,1,280,5
12,1,290,5
12,1,300,5
12,1,310,5
12,1,320,5
12,1,330,5
12,1,340,5
12,1,350,5
12,1,360,5
12,1,370,5
12,1,380,5
12,1,390,5
12,1,400,5
12,1,410,5
12,1,420,5
12,1,430,5
12,1,440,5
12,1,450,5
12,1,460,5
12,1,470,5
12,1,480,5
12,1,490,5
12,1,500,5
12,2,0,55
12,2,10,35
12,2,20,15
12,2,30,5
12,2,40,5
12,2,50,5
12,2,60,5
12,2,70,5
12,2,80,5
12,2,90,5
12,2,100,5
12,2,110,5
12,2,120,5
12,2,130,5
12,2,140,5
12,2,150,5
12,2,160,5
12,2,170,5
12,2,180,5
12,2,190,5
12,2,200,5
12,2,210,5
12,2,220,5
12,2,230,5
12,2,240,5
12,2,250,5
12,2,260,5
12,2,270,5
12,2,280,5
12,2,290,5
12,2,300,5
12,2,310,5
12,2,320,5
12,2,330,5
12,2,340,5
12,2,350,5
12,2,360,5
12,2,370,5
12,2,380,5
12,2,390,5
12,2,400,5
12,2,410,5
12,2,420,5
12,2,430,5
12,2,440,5
12,2,450,5
12,2,460,5
12,2,470,5
12,2,480,5
12,2,490,5
12,2,500,5
12,5,0,55
12,5,10,35
12,5,20,15
12,5,30,5
12,5,40,5
12,5,50,5
12,5,60,5
12,5,70,5
12,5,80,5
12,5,90,5
12,5,100,5
12,5,110,5
12,5,120,5
12,5,130,5
12,5,140,5
12,5,150,5
12,5,160,5
12,5,170,5
12,5,180,5
12,5,190,5
12,5,200,5
12,5,210,5
12,5,220,5
12,5,230,5
12,5,240,5
12,5,250,5
12,5,260,5
12,5,270,5
12,5,280,5
12,5,290,5
12,5,300,5
12,5,310,5
12,5,320,5
12,5,330,5
12,5,340,5
12,5,350,5
12,5,360,5
12,5,370,5
12,5,380,5
12,5,390,5
12,5,400,5
12,5,410,5
12,5,420,5
12,5,430,5
12,5,440,5
12,5,450,5
12,5,460,5
12,5,470,5
12,5,480,5
12,5,490,5
12,5,500,5
12,10,0,55
12,10,10,35
12,10,20,15
12,10,30,5
12,10,40,5
12,10,50,5
12,10,60,5
12,10,70,5
12,10,80,5
12,10,90,5
12,10,100,5
12,10,110,5
12,10,120,5
12,10,130,5
12,10,140,5
12,10,150,5
12,10,160,5
12,10,170,5
12,10,180,5
12,10,190,5
12,10,200,5
12,10,210,5
12,10,220,5
12,10,230,5
12,10,240,5
12,10,250,5
12,10,260,5
12,10,270,5
12,10,280,5
12,10,290,5
12,10,300,5
12,10,310,5
12,10,320,5
12,10,330,5
12,10,340,5
12,10,350,5
12,10,360,5
12,10,370,5
12,10,380,5
12,10,390,5
12,10,400,5
12,10,410,5
12,10,420,5
12,10,430,5
12,10,440,5
12,10,450,5
12,10,460,5
12,10,470,5
12,10,480,5
12,10,490,5
12,10,500,5
14,0.02,0,180
14,0.02,10,175
14,0.02,20,165
14,0.02,30,160
14,0.02,40,150
14,0.02,50,145
14,0.02,60,135
14,0.02,70,125
14,0.02,80,120
14,0.02,90,110
14,0.02,100,105
14,0.02,110,100
14,0.02,120,95
14,0.02,130,90
14,0.02,140,85
14,0.02,150,80
14,0.02,160,75
14,0.02,170,75
14,0.02,180,70
14,0.02,190,65
14,0.02,200,65
14,0.02,210,60
14,0.02,220,60
14,0.02,230,60
14,0.02,240,55
14,0.02,250,55
14,0.02,260,50
14,0.02,270,50
14,0.02,280,50
14,0.02,290,50
14,0.02,300,45
14,0.02,310,45
14,0.02,320,45
14,0.02,330,45
14,0.02,340,45
14,0.02,350,40
14,0.02,360,40
14,0.02,370,40
14,0.02,380,40
14,0.02,390,40
14,0.02,400,40
14,0.02,410,40
14,0.02,420,40
14,0.02,430,35
14,0.02,440,35
14,0.02,450,35
14,0.02,460,35
14,0.02,470,35
14,0.02,480,35
14,0.02,490,35
14,0.02,500,35
14,0.05,0,120
14,0.05,10,110
14,0.05,20,100
14,0.05,30,90
14,0.05,40,80
14,0.05,50,70
14,0.05,60,60
14,0.05,70,55
14,0.05,80,45
14,0.05,90,40
14,0.05,100,35
14,0.05,110,35
14,0.05,120,30
14,0.05,130,30
14,0.05,140,25
14,0.05,150,25
14,0.05,160,25
14,0.05,170,20
14,0.05,180,20
14,0.05,190,20
14,0.05,200,20
14,0.05,210,20
14,0.05,220,20
14,0.05,230,20
14,0.05,240,15
14,0.05,250,15
14,0.05,260,15
14,0.05,270,15
14,0.05,280,15
14,0.05,290,15
14,0.05,300,15
14,0.05,310,15
14,0.05,320,15
14,0.05,330,15
14,0.05,340,15
14,0.05,350,15
14,0.05,360,15
14,0.05,370,15
14,0.05,380,15
14,0.05,390,15
14,0.05,400,15
14,0.05,410,15
14,0.05,420,15
14,0.05,430,15
14,0.05,440,15
14,0.05,450,15
14,0.05,460,15
14,0.05,470,15
14,0.05,480,15
14,0.05,490,15
14,0.05,500,10
14,0.1,0,90
14,0.1,10,80
14,0.1,20,65
14,0.1,30,50
14,0.1,40,40
14,0.1,50,30
14,0.1,60,25
14,0.1,70,20
14,0.1,80,20
14,0.1,90,15
14,0.1,100,15
14,0.1,110,15
14,0.1,120,10
14,0.1,130,10
14,0.1,140,10
14,0.1,150,10
14,0.1,160,10
14,0.1,170,10
14,0.1,180,10
14,0.1,190,10
14,0.1,200,10
14,0.1,210,10
14,0.1,220,10
14,0.1,230,10
14,0.1,240,10
14,0.1,250,10
14,0.1,260,10
14,0.1,270,10
14,0.1,280,10
14,0.1,290,10
14,0.1,300,10
14,0.1,310,10
14,0.1,320,10
14,0.1,330,10
14,0.1,340,10
14,0.1,350,10
14,0.1,360,10
14,0.1,370,10
14,0.1,380,5
14,0.1,390,5
14,0.1,400,5
14,0.1,410,5
14,0.1,420,5
14,0.1,430,5
14,0.1,440,5
14,0.1,450,5
14,0.1,460,5
14,0.1,470,5
14,0.1,480,5
14,0.1,490,5
14,0.1,500,5
14,0.2,0,70
14,0.2,10,55
14,0.2,20,40
14,0.2,30,25
14,0.2,40,15
14,0.2,50,10
14,0.2,60,10
14,0.2,70,10
14,0.2,80,10
14,0.2,90,5
14,0.2,100,5
14,0.2,110,5
14,0.2,120,5
14,0.2,130,5
14,0.2,140,5
14,0.2,150,5
14,0.2,160,5
14,0.2,170,5
14,0.2,180,5
14,0.2,190,5
14,0.2,200,5
14,0.2,210,5
14,0.2,220,5
14,0.2,230,5
14,0.2,240,5
14,0.2,250,5
14,0.2,260,5
14,0.2,270,5
14,0.2,280,5
14,0.2,290,5
14,0.2,300,5
14,0.2,310,5
14,0.2,320,5
14,0.2,330,5
14,0.2,340,5
14,0.2,350,5
14,0.2,360,5
14,0.2,370,5
14,0.2,380,5
14,0.2,390,5
14,0.2,400,5
14,0.2,410,5
14,0.2,420,5
14,0.2,430,5
14,0.2,440,5
14,0.2,450,5
14,0.2,460,5
14,0.2,470,5
14,0.2,480,5
14,0.2,490,5
14,0.2,500,5
14,0.5,0,60
14,0.5,10,40
14,0.5,20,20
14,0.5,30,10
14,0.5,40,5
14,0.5,50,5
14,0.5,60,5
14,0.5,70,5
14,0.5,80,5
14,0.5,90,5
14,0.5,100,5
14,0.5,110,5
14,0.5,120,5
14,0.5,130,5
14,0.5,140,5
14,0.5,150,5
14,0.5,160,5
14,0.5,170,5
14,0.5,180,5
14,0.5,190,5
14,0.5,200,5
14,0.5,210,5
14,0.5,220,5
14,0.5,230,5
14,0.5,240,5
14,0.5,250,5
14,0.5,260,5
14,0.5,270,5
14,0.5,280,5
14,0.5,290,5
14,0.5,300,5
14,0.5,310,5
14,0.5,320,5
14,0.5,330,5
14,0.5,340,5
14,0.5,350,5
14,0.5,360,5
14,0.5,370,5
14,0.5,380,5
14,0.5,390,5
14,0.5,400,5
14,0.5,410,5
14,0.5,420,5
14,0.5,430,5
14,0.5,440,5
14,0.5,450,5
14,0.5,460,5
14,0.5,470,5
14,0.5,480,5
14,0.5,490,5
14,0.5,500,5
14,1,0,55
14,1,10,35
14,1,20,15
14,1,30,5
14,1,40,5
14,1,50,5
14,1,60,5
14,1,70,5
14,1,80,5
14,1,90,5
14,1,100,5
14,1,110,5
14,1,120,5
14,1,130,5
14,1,140,5
14,1,150,5
14,1,160,5
14,1,170,5
14,1,180,5
14,1,190,5
14,1,200,5
14,1,210,5
14,1,220,5
14,1,230,5
14,1,240,5
14,1,250,5
14,1,260,5
14,1,270,5
14,1,280,5
14,1,290,5
14,1,300,5
14,1,310,5
14,1,320,5
14,1,330,5
14,1,340,5
14,1,350,5
14,1,360,5
14,1,370,5
14,1,380,5
14,1,390,5
14,1,400,5
14,1,410,5
14,1,420,5
14,1,430,5
14,1,440,5
14,1,450,5
14,1,460,5
14,1,470,5
14,1,480,5
14,1,490,5
14,1,500,5
14,2,0,55
14,2,10,35
14,2,20,15
14,2,30,5
14,2,40,5
14,2,50,5
14,2,60,5
14,2,70,5
14,2,80,5
14,2,90,5
14,2,100,5
14,2,110,5
14,2,120,5
14,2,130,5
14,2,140,5
14,2,150,5
14,2,160,5
14,2,170,5
14,2,180,5
14,2,190,5
14,2,200,5
14,2,210,5
14,2,220,5
14,2,230,5
14,2,240,5
14,2,250,5
14,2,260,5
14,2,270,5
14,2,280,5
14,2,290,5
14,2,300,5
14,2,310,5
14,2,320,5
14,2,330,5
14,2,340,5
14,2,350,5
14,2,360,5
14,2,370,5
14,2,380,5
14,2,390,5
14,2,400,5
14,2,410,5
14,2,420,5
14,2,430,5
14,2,440,5
14,2,450,5
14,2,460,5
14,2,470,5
14,2,480,5
14,2,490,5
14,2,500,5
14,5,0,55
14,5,10,35
14,5,20,15
14,5,30,5
14,5,40,5
14,5,50,5
14,5,60,5
14,5,70,5
14,5,80,5
14,5,90,5
14,5,100,5
14,5,110,5
14,5,120,5
14,5,130,5
14,5,140,5
14,5,150,5
14,5,160,5
14,5,170,5
14,5,180,5
14,5,190,5
14,5,200,5
14,5,210,5
14,5,220,5
14,5,230,5
14,5,240,5
14,5,250,5
14,5,260,5
14,5,270,5
14,5,280,5
14,5,290,5
14,5,300,5
14,5,310,5
14,5,320,5
14,5,330,5
14,5,340,5
14,5,350,5
14,5,360,5
14,5,370,5
14,5,380,5
14,5,390,5
14,5,400,5
14,5,410,5
14,5,420,5
14,5,430,5
14,5,440,5
14,5,450,5
14,5,460,5
14,5,470,5
14,5,480,5
14,5,490,5
14,5,500,5
14,10,0,55
14,10,10,35
14,10,20,15
14,10,30,5
14,10,40,5
14,10,50,5
14,10,60,5
14,10,70,5
14,10,80,5
14,10,90,5
14,10,100,5
14,10,110,5
14,10,120,5
14,10,130,5
14,10,140,5
14,10,150,5
14,10,160,5
14,10,170,5
14,10,180,5
14,10,190,5
14,10,200,5
14,10,210,5
14,10,220,5
14,10,230,5
14,10,240,5
14,10,250,5
14,10,260,5
14,10,270,5
14,10,280,5
14,10,290,5
14,10,300,5
14,10,310,5
14,10,320,5
14,10,330,5
14,10,340,5
14,10,350,5
14,10,360,5
14,10,370,5
14,10,380,5
14,10,390,5
14,10,400,5
14,10,410,5
14,10,420,5
14,10,430,5
14,10,440,5
14,10,450,5
14,10,460,5
14,10,470,5
14,10,480,5
14,10,490,5
14,10,500,5
16,0.02,0,185
16,0.02,10,175
16,0.02,20,165
16,0.02,30,160
16,0.02,40,150
16,0.02,50,140
16,0.02,60,135
16,0.02,70,125
16,0.02,80,115
16,0.02,90,110
16,0.02,100,105
16,0.02,110,95
16,0.02,120,90
16,0.02,130,85
16,0.02,140,80
16,0.02,150,75
16,0.02,160,75
16,0.02,170,70
16,0.02,180,65
16,0.02,190,65
16,0.02,200,60
16,0.02,210,60
16,0.02,220,55
16,0.02,230,55
16,0.02,240,50
16,0.02,250,50
16,0.02,260,50
16,0.02,270,50
16,0.02,280,45
16,0.02,290,45
16,0.02,300,45
16,0.02,310,45
16,0.02,320,40
16,0.02,330,40
16,0.02,340,40
16,0.02,350,40
16,0.02,360,40
16,0.02,370,40
16,0.02,380,35
16,0.02,390,35
16,0.02,400,35
16,0.02,410,35
16,0.02,420,35
16,0.02,430,35
16,0.02,440,35
16,0.02,450,35
16,0.02,460,35
16,0.02,470,35
16,0.02,480,30
16,0.02,490,30
16,0.02,500,30
16,0.05,0,125
16,0.05,10,115
16,0.05,20,100
16,0.05,30,90
16,0.05,40,80
16,0.05,50,70
16,0.05,60,60
16,0.05,70,50
16,0.05,80,45
16,0.05,90,40
16,0.05,100,35
16,0.05,110,30
16,0.05,120,30
16,0.05,130,25
16,0.05,140,25
16,0.05,150,25
16,0.05,160,20
16,0.05,170,20
16,0.05,180,20
16,0.05,190,20
16,0.05,200,20
16,0.05,210,20
16,0.05,220,15
16,0.05,230,15
16,0.05,240,15
16,0.05,250,15
16,0.05,260,15
16,0.05,270,15
16,0.05,280,15
16,0.05,290,15
16,0.05,300,15
16,0.05,310,15
16,0.05,320,15
16,0.05,330,15
16,0.05,340,15
16,0.05,350,15
16,0.05,360,15
16,0.05,370,15
16,0.05,380,15
16,0.05,390,15
16,0.05,400,15
16,0.05,410,15
16,0.05,420,10
16,0.05,430,10
16,0.05,440,10
16,0.05,450,10
16,0.05,460,10
16,0.05,470,10
16,0.05,480,10
16,0.05,490,10
16,0.05,500,10
16,0.1,0,95
16,0.1,10,80
16,0.1,20,65
16,0.1,30,50
16,0.1,40,40
16,0.1,50,30
16,0.1,60,25
16,0.1,70,20
16,0.1,80,15
16,0.1,90,15
16,0.1,100,15
16,0.1,110,10
16,0.1,120,10
16,0.1,130,10
16,0.1,140,10
16,0.1,150,10
16,0.1,160,10
16,0.1,170,10
16,0.1,180,10
16,0.1,190,10
16,0.1,200,10
16,0.1,210,10
16,0.1,220,10
16,0.1,230,10
16,0.1,240,10
16,0.1,250,10
16,0.1,260,10
16,0.1,270,10
16,0.1,280,10
16,0.1,290,10
16,0.1,300,5
16,0.1,310,5
16,0.1,320,5
16,0.1,330,5
16,0.1,340,5
16,0.1,350,5
16,0.1,360,5
16,0.1,370,5
16,0.1,380,5
16,0.1,390,5
16,0.1,400,5
16,0.1,410,5
16,0.1,420,5
16,0.1,430,5
16,0.1,440,5
16,0.1,450,5
16,0.1,460,5
16,0.1,470,5
16,0.1,480,5
16,0.1,490,5
16,0.1,500,5
16,0.2,0,75
16,0.2,10,55
16,0.2,20,40
16,0.2,30,25
16,0.2,40,15
16,0.2,50,10
16,0.2,60,10
16,0.2,70,10
16,0.2,80,5
16,0.2,90,5
16,0.2,100,5
16,0.2,110,5
16,0.2,120,5
16,0.2,130,5
16,0.2,140,5
16,0.2,150,5
16,0.2,160,5
16,0.2,170,5
16,0.2,180,5
16,0.2,190,5
16,0.2,200,5
16,0.2,210,5
16,0.2,220,5
16,0.2,230,5
16,0.2,240,5
16,0.2,250,5
16,0.2,260,5
16,0.2,270,5
16,0.2,280,5
16,0.2,290,5
16,0.2,300,5
16,0.2,310,5
16,0.2,320,5
16,0.2,330,5
16,0.2,340,5
16,0.2,350,5
16,0.2,360,5
16,0.2,370,5
16,0.2,380,5
16,0.2,390,5
16,0.2,400,5
16,0.2,410,5
16,0.2,420,5
16,0.2,430,5
16,0.2,440,5
16,0.2,450,5
16,0.2,460,5
16,0.2,470,5
16,0.2,480,5
16,0.2,490,5
16,0.2,500,5
16,0.5,0,60
16,0.5,10,40
16,0.5,20,20
16,0.5,30,10
16,0.5,40,5
16,0.5,50,5
16,0.5,60,5
16,0.5,70,5
16,0.5,80,5
16,0.5,90,5
16,0.5,100,5
16,0.5,110,5
16,0.5,120,5
16,0.5,130,5
16,0.5,140,5
16,0.5,150,5
16,0.5,160,5
16,0.5,170,5
16,0.5,180,5
16,0.5,190,5
16,0.5,200,5
16,0.5,210,5
16,0.5,220,5
16,0.5,230,5
16,0.5,240,5
16,0.5,250,5
16,0.5,260,5
16,0.5,270,5
16,0.5,280,5
16,0.5,290,5
16,0.5,300,5
16,0.5,310,5
16,0.5,320,5
16,0.5,330,5
16,0.5,340,5
16,0.5,350,5
16,0.5,360,5
16,0.5,370,5
16,0.5,380,5
16,0.5,390,5
16,0.5,400,5
16,0.5,410,5
16,0.5,420,5
16,0.5,430,5
16,0.5,440,5
16,0.5,450,5
16,0.5,460,5
16,0.5,470,5
16,0.5,480,5
16,0.5,490,5
16,0.5,500,5
16,1,0,55
